RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.10,0:03.98,0,104759,-9,0
90,3.91,0.43,0:04.35,21347,119957,-9,25080
80,3.77,0.94,0:04.72,48312,125957,-39725,54251
70,3.72,1.13,0:04.86,62016,118319,-113884,68640
60,3.66,1.31,0:04.98,73406,120921,-188298,80746
50,3.81,1.38,0:05.20,79869,178808,-270320,92234
40,4.07,2.49,0:06.66,122304,624505,-386615,249623
30,4.31,4.55,0:09.22,219410,1086134,-755706,720492
20,4.39,4.71,0:09.47,229065,1109796,-1421340,754064
10,4.63,9.33,0:14.87,448369,2162899,-2109240,1318661
5,4.59,9.66,0:15.44,456274,2207746,-3372723,1630677
