RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.10,0:01.59,0,100476,0,0
90,4.09,0.70,0:01.86,36811,105444,51187,39840
80,4.07,0.93,0:01.95,51227,104559,70294,55383
70,4.22,0.93,0:02.02,62367,109472,77000,67416
60,4.18,0.89,0:01.99,65729,104004,73058,71024
50,4.68,1.23,0:02.29,90209,155910,111979,104535
40,5.51,4.31,0:03.80,179282,848916,518882,457632
30,5.43,6.36,0:04.68,258718,1059726,674232,742928
20,5.12,6.87,0:04.82,277455,1093996,705206,790504
10,4.91,7.14,0:04.96,285781,1096937,709697,797620
5,5.81,7.41,0:05.43,303536,1121421,726243,813430
