RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,1048816,5025650,3765169,438316,4189868,4862720,,,,65627.77,524304,18119.20,820.886,1048816,156772.5,31548.63
100,1,1198,1635.700,2.569,,,,,,,,,,,1198,43.193,0.000
100,2,519,1133.456,2.919,16,135.315,15.935,,,,,16,0.640,0.000,519,39.814,0.002
100,3,2062,2924.406,2.551,,,,,,,,,,,2062,92.779,0.000
100,4,844,1191.870,2.411,,,,,,,,,,,844,32.250,0.000
90,0,1048782,2428074,6905235,13,187.869,141.037,,,,389579.0,724353,1087666,36931897,1048782,485744.4,1891989
90,1,1659,2229.495,2.159,,,,,,,,,,,1659,59.035,0.000
90,2,764,1164.892,3.462,,,,,,,,,,,764,36.709,0.001
90,3,1970,3104.947,2.583,,,,,,,,,,,1970,105.964,0.124
90,4,1803,2446.334,2.343,8,59.794,2.738,,,,,8,0.291,0.000,1803,62.361,0.000
80,0,1048721,2471913,3636077,14,175.101,88.381,,,,393408.1,744527,1104475,5863050,1048721,488515.0,1585526
80,1,199,234.307,0.427,,,,,,,,,,,199,7.279,0.000
80,2,1454,2068.104,2.854,,,,,,,,,,,1454,61.164,0.000
80,3,3033,4835.971,40.622,30,222.973,7.390,,,,,30,1.535,0.000,3033,134.189,0.004
80,4,1916,2543.475,1.805,,,,,,,,,,,1916,66.085,0.000
70,0,1048883,2429163,1855465,23,175.485,6.912,,,,391912.2,749853,1074182,4357522,1048883,487538.9,1166594
70,1,1253,1611.808,1.896,,,,,,,,,,,1253,43.284,0.000
70,2,280,588.014,1.231,,,,,,,,,,,280,23.469,0.002
70,3,4513,5991.387,53.260,,,,,,,,,,,4513,258.121,1.135
70,4,1443,2061.725,2.244,27,183.141,0.937,,,,,27,0.904,0.000,1443,49.445,0.000
60,0,1048724,2352209,13130930,15,140.425,38.807,,,,386975.8,747122,993001.6,3041924,1048724,482889.4,23303422
60,1,1247,1847.796,3.886,16,118.305,8.261,,,,,16,0.553,0.000,1247,68.336,0.242
60,2,744,1168.231,2.295,,,,,,,,,,,744,39.685,0.001
60,3,1940,3031.362,2.064,,,,,,,,,,,1940,91.929,0.000
60,4,1297,1802.506,4.141,,,,,,,,,,,1297,47.093,0.000
50,0,1048985,2320384,8190380,15,221.250,114.562,,,,384864.1,747093,978107.5,3036584,1048985,481449.5,1080972
50,1,245,348.121,2.192,,,,,,,,,,,245,9.135,0.000
50,2,390,780.960,6.482,,,,,,,,,,,390,55.333,1.159
50,3,4345,6095.797,104.929,,,,,,,,,,,4345,396.564,7.779
50,4,2429,3378.519,8.049,,,,,,,,,,,2429,100.419,0.427
40,0,1048999,2268511,9386836,14,177.406,98.782,,,,380341.9,756379,921635.1,4898284,1048999,476318.2,1052318
40,1,4496,5439.076,46.800,,,,,,,,,,,4496,236.789,1.245
40,2,473,812.451,1.289,,,,,,,,,,,473,45.469,0.573
40,3,2844,4690.372,4.806,,,,,,,,,,,2844,136.999,0.000
40,4,1842,2566.776,2.804,8,62.924,5.075,,,,,8,0.303,0.000,1842,80.719,0.129
30,0,1048807,2217304,4723940,14,112.939,21.840,,,,381813.2,749615,872818.4,2383306,1048807,478745.1,513492.9
30,1,2083,2713.084,149.343,,,,,,,,,,,2083,77.517,0.030
30,2,335,782.289,4.678,16,112.069,3.014,,,,,16,0.553,0.000,335,25.136,0.002
30,3,2098,3455.357,115.162,,,,,,,,,,,2098,101.064,0.013
30,4,1538,2215.460,2.641,,,,,,,,,,,1538,75.480,0.155
20,0,1048810,2180440,80614885,14,119.223,19.703,,,,380321.8,746012,828960.3,1169620,1048810,477278.5,11001246
20,1,1482,2022.712,2.779,,,,,,,,,,,1482,53.942,0.000
20,2,247,541.760,3.445,,,,,,,,,,,247,20.875,0.002
20,3,2644,4381.587,7.250,,,,,,,,,,,2644,131.546,0.001
20,4,1326,2286.471,3.810,33,233.995,7.166,,,,,33,1.108,0.000,1326,58.108,0.000
10,0,1048873,2135293,1736294,14,147.010,45.298,,,,371546.1,760583,794423.4,3739492,1048873,468258.4,125772.8
10,1,4500,5262.958,41.014,,,,,,,,,,,4500,253.698,1.591
10,2,486,889.482,3.682,,,,,,,,,,,486,31.461,0.001
10,3,3494,5865.138,9.801,,,,,,,,,,,3494,166.222,0.000
10,4,1910,2874.758,3.498,34,249.173,7.794,,,,,34,1.181,0.000,1910,67.969,0.000
5,0,1048923,2113080,5034111,14,175.903,91.286,,,,369951.4,757393,780765.1,805550.2,1048923,466872.9,91543.83
5,1,1342,1815.851,2.746,,,,,,,,,,,1342,64.066,0.186
5,2,364,722.786,4.744,,,,,,,,,,,364,24.678,0.002
5,3,2338,3891.941,13.795,,,,,,,,,,,2338,118.202,0.001
5,4,933,1270.283,1.914,,,,,,,,,,,933,34.000,0.000
