RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.06,5.49,0:07.55,438316,610467,564064,472113
90,2.22,2.05,0:04.99,13,1048773,565028,528566
80,2.25,2.11,0:05.06,14,1048782,565617,562246
70,2.31,2.09,0:05.05,14,1048784,565616,562344
60,2.42,2.00,0:05.01,15,1048784,565616,562409
50,2.42,2.02,0:05.01,15,1048786,565622,562612
40,2.51,1.98,0:04.99,14,1048794,565628,562706
30,2.53,1.99,0:04.99,14,1048798,565625,562816
20,2.53,2.02,0:04.98,14,1048800,565626,562927
10,2.56,2.02,0:04.95,14,1048803,565628,563032
5,2.42,2.17,0:04.95,14,1048805,565626,563083
