RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1445905,1911141,17437176,,,,,,,136887.3,,,,1445905,265688.4,7529700,,,
100,1,802,1448.222,1.418,,,,,,,,,,,802,30.188,0.000,,,
100,2,770,1383.743,2.194,,,,,,,,,,,770,30.816,0.001,,,
100,3,646,1056.669,1.768,,,,,,,,,,,646,25.761,0.001,,,
100,4,903,1642.812,3.882,,,,,,,,,,,903,36.711,0.000,,,
90,0,1451863,1879090,497897.1,3226,19053.79,30.572,7,123013.9,13182419,136378.4,3226,102.311,0.000,1451863,265234.9,274961.0,,,
90,1,555,1142.826,8.636,,,,,,,,,,,555,21.998,0.001,,,
90,2,247,418.822,2.160,,,,,,,,,,,247,10.534,0.002,,,
90,3,580,1084.300,1.940,,,,,,,,,,,580,22.521,0.001,,,
90,4,707,1261.116,2.154,,,,,,,,,,,707,27.572,0.000,,,
80,0,1453479,1942254,804246.3,3226,19163.22,34.248,14,206142.0,6399138,140596.3,3257,103.149,0.000,1453479,270478.1,602421.3,,,
80,1,457,831.439,2.597,,,,,,,,,,,457,18.114,0.000,,,
80,2,533,977.212,2.301,,,,,,,,,,,533,33.274,0.280,,,
80,3,378,750.743,6.959,8,85.085,112.524,,,,,8,0.353,0.000,378,14.342,0.001,,,
80,4,482,1067.514,9.577,16,119.466,42.125,,,,,16,0.604,0.000,482,18.777,0.001,,,
70,0,1657699,2476680,12911512,58974,341754.4,28740.82,27,539699.4,288048419,276585.9,61242,16870.04,418052.5,1657699,428291.1,9992893,,,
70,1,740,1495.774,4.728,16,119.105,48.341,,,,,16,0.572,0.000,740,28.378,0.000,,,
70,2,1059,2008.858,2.830,33,208.169,6.663,,,,,33,1.149,0.000,1059,41.533,0.001,,,
70,3,1051,1895.106,4.376,,,,,,,,,,,1051,52.342,0.137,,,
70,4,769,1382.082,3.491,,,,,,,,,,,769,29.780,0.001,,,
60,0,2081230,3530749,2295704,121745,702908.8,20156.73,41,969101.0,384986728,600159.6,230397,10641.21,195674.9,2081230,793599.6,3952095,,,
60,1,634,1243.741,4.457,16,119.469,45.880,,,,,16,0.575,0.000,634,23.143,0.000,,,
60,2,402,713.025,1.750,,,,,,,,,,,402,15.853,0.000,,,
60,3,751,1241.677,1.132,,,,,,,,,,,751,28.394,0.000,,,
60,4,447,821.769,2.497,,,,,,,,,,,447,17.052,0.000,,,
50,0,2576844,5861464,1214448,273395,1570926,65048.96,58,967579.4,264491797,1554192,393205,15008.46,7428.793,2576844,1800663,3396627,,,
