RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.67,2.50,0:07.18,0,1445979,0,0
90,4.64,2.61,0:07.26,3226,1448639,195466,4626
80,4.70,2.74,0:07.44,3226,1450198,269882,5158
70,4.67,3.67,0:08.39,58974,1598728,553175,142597
60,5.02,5.11,0:10.15,121745,1959383,1032214,431743
50,5.26,7.58,0:12.85,273395,2303306,1533631,1198467
40,5.68,18.42,0:24.18,402151,4671312,4424336,4276019
30,5.83,21.00,0:26.91,352331,4878536,4758666,6662680
20,5.99,22.46,0:28.52,295851,4902934,4945234,8184709
10,5.99,22.63,0:28.65,32006,4938042,4995194,9754735
5,6.04,23.25,0:29.32,33462,4934855,4999447,10192013
