RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,1.77,0:03.97,54028,732538,-49565115,61280
90,2.31,1.65,0:04.07,8,786557,-49848578,282468
80,2.41,1.49,0:04.00,8,786560,-50233952,283097
70,2.23,1.71,0:04.05,12,786560,-50668359,283868
60,2.38,2.47,0:05.19,29,995783,-51155839,499756
50,2.42,2.69,0:05.52,75,1048654,-51720356,550730
40,2.51,2.06,0:05.00,18,1048709,-52285748,562622
30,2.56,2.07,0:05.05,18,1048708,-52851338,562698
20,2.56,1.95,0:04.93,18,1048708,-53416928,562788
10,2.61,1.79,0:04.83,18,1048711,-53982520,562890
5,2.59,1.77,0:04.79,18,1048708,-54548111,562935
