RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.45,0.13,0:03.58,0,100590,0,0
90,3.59,0.18,0:03.80,834,120939,44293,42665
80,3.50,0.32,0:03.86,3803,127686,59752,55049
70,3.46,0.39,0:03.89,4568,128361,74477,66456
60,3.51,0.39,0:03.94,6553,131862,77756,75584
50,3.64,0.54,0:04.22,26388,158549,103201,101243
40,3.78,1.54,0:05.43,15937,589026,521736,549659
30,3.94,1.76,0:05.92,1875,799468,708747,761779
20,3.98,1.73,0:05.91,31,806671,709367,776534
10,3.96,1.88,0:06.01,4882,809367,713858,781734
5,3.95,3.17,0:07.29,79683,887728,822569,1239018
