RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.44,0.18,0:02.87,0,101049,0,0
90,7.15,0.68,0:02.99,40286,121716,0,41205
80,7.24,0.65,0:03.03,47380,116114,0,48396
70,7.19,0.84,0:03.10,57947,123868,0,59494
60,7.51,0.87,0:03.21,64059,133724,0,66466
50,7.77,1.07,0:03.39,71319,202241,0,79348
40,8.81,3.54,0:04.63,181291,783194,0,421422
30,8.86,4.10,0:04.88,228775,851174,0,576034
20,8.54,4.46,0:04.91,230655,890088,0,600268
10,9.29,5.07,0:05.39,275706,984399,0,690247
5,10.50,4.05,0:05.46,275875,882275,0,617553
