RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678831,512079.7,78394.00,56,409.171,3.570,,,,41230.47,1366,332.434,35.446
100,1,1931,2535.326,2.288,9,67.687,5.615,,,,,10,0.382,0.000
100,2,1312,1595.291,1.102,,,,,,,,,,
100,3,2527,3196.016,8.602,,,,,,,,,,
100,4,2746,3358.293,4.262,,,,,,,,,,
90,0,689449,541574.8,162018.3,32,278.500,12.844,,,,48328.75,15669,9742.812,476.704
90,1,1208,1493.700,3.562,,,,,,,,,,
90,2,593,943.804,3.068,8,57.014,1.881,,,,,8,0.307,0.000
90,3,2512,3299.453,8.203,30,230.440,12.087,,,,,30,1.085,0.000
90,4,3257,3784.053,5.714,,,,,,,,,,
80,0,692781,555254.7,94563.21,425,4248.945,42.985,1,28153.15,0.000,49984.43,18760,9796.640,131.361
80,1,2716,3502.113,7.717,,,,,,,,,,
80,2,1056,1434.356,1.778,,,,,,,,,,
80,3,2003,2388.701,1.776,,,,,,,,,,
80,4,2278,3007.268,13.612,33,215.714,0.361,,,,,33,1.116,0.000
70,0,714133,598269.2,927036.3,2003,16729.70,33.480,8,239491.8,105917284,60283.57,40365,11366.28,1539.203
70,1,1653,2267.876,3.872,28,211.801,9.072,,,,,28,1.069,0.000
70,2,815,1169.153,2.769,,,,,,,,,,
70,3,1553,1927.211,2.420,,,,,,,,,,
70,4,2187,2718.934,31.947,,,,,,,,,,
60,0,780196,899752.0,6042358,17247,225125.5,22016.39,8,291701.2,840072040,89458.47,106015,13635.00,4658.307
60,1,3197,3981.839,13.557,,,,,,,,,,
60,2,367,703.084,1.852,,,,,,,,,,
60,3,2495,3111.272,7.186,8,59.204,2.373,,,,,8,0.402,0.000
60,4,1929,2639.882,5.116,16,116.684,5.675,,,,,16,0.576,0.000
50,0,890321,957566.3,284225352,9161,108673.6,2474.243,16,481143.1,264438784,157291.1,217620,21999.70,22561.49
50,1,2365,2978.225,10.887,,,,,,,,,,
50,2,1007,1501.773,2.865,,,,,,,,,,
50,3,2726,3452.576,4.712,,,,,,,,,,
50,4,2131,2617.906,42.907,,,,,,,,,,
40,0,1028264,1231484,2835517,12571,149607.1,3276.005,22,754865.5,445423956,258223.3,358262,32025.75,79443.44
40,1,3465,4621.559,6.097,,,,,,,,,,
40,2,1645,2329.760,2.441,,,,,,,,,,
40,3,4497,6018.355,13.765,,,,,,,,,,
40,4,3148,3975.450,15.472,8,60.105,2.704,,,,,10,0.387,0.000
30,0,1172669,1547939,9910747,16601,181546.1,27319.61,24,650677.4,510718567,360726.6,520239,83981.23,194248.1
30,1,1818,2333.562,2.822,,,,,,,,,,
30,2,633,1170.442,2.656,,,,,,,,,,
30,3,4474,5490.648,118.179,,,,,,,,,,
30,4,5782,6747.158,64.319,,,,,,,,,,
20,0,1258099,1677510,3202241,4247,50695.22,1516.323,26,603878.4,261236148,449047.9,627777,148967.4,234445.1
20,1,4173,5181.261,190.181,,,,,,,,,,
20,2,905,1532.695,3.742,8,60.234,5.166,,,,,8,0.316,0.000
20,3,5146,6641.782,73.615,,,,,,,,,,
20,4,2063,2606.885,1.888,,,,,,,,,,
10,0,1373263,2004082,3307486,2678,46038.09,347.420,17,369077.3,171234321,562055.8,765638,225953.3,298008.1
10,1,4068,5204.702,11.747,,,,,,,,,,
10,2,1147,1771.504,2.404,,,,,,,,,,
10,3,5140,6473.934,75.296,,,,,,,,,,
10,4,2412,3099.242,11.614,,,,,,,,,,
5,0,1442296,2157657,28218067,3816,47491.26,791.396,15,240890.8,61345374,605033.1,833569,243031.3,787491.8
5,1,3742,4827.636,26.368,,,,,,,,,,
5,2,1262,1899.461,2.108,,,,,,,,,,
5,3,3861,4955.287,13.780,,,,,,,,,,
5,4,1709,2210.192,2.224,,,,,,,,,,
