RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.51,0.19,0:06.71,2,101184,1097,59
90,6.50,0.55,0:07.06,40897,112533,61697,41855
80,6.66,0.59,0:07.25,48635,114053,66728,49603
70,6.90,0.66,0:07.56,57440,110779,67616,59476
60,6.94,0.70,0:07.64,63801,135588,81812,65941
50,7.12,0.77,0:07.90,71353,232583,134473,89267
40,7.51,2.36,0:09.89,184275,878067,502083,527407
30,7.47,2.65,0:10.15,207676,897637,535932,581550
20,7.63,2.73,0:10.37,209217,896914,536412,586655
10,7.90,3.10,0:11.03,224307,1018526,565804,672551
5,8.52,4.20,0:12.78,287867,1415703,627873,1116634
