RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.52,0.72,0:03.24,13,524415,142524,12906
90,2.47,2.23,0:04.89,8,636586,1514686,1074970
80,2.56,2.09,0:04.88,12,647375,1727279,1128018
70,2.56,2.14,0:04.97,16,669536,1962115,1138384
60,2.69,3.19,0:06.41,3376,840038,2435945,2031757
50,2.68,3.13,0:06.46,198,881240,2434555,2215319
40,2.88,3.36,0:06.89,16,906774,2489434,2242503
30,2.76,3.45,0:06.90,20,925483,2494451,2256021
20,2.82,3.22,0:06.72,24,929316,2456813,2253638
