RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,104885,80141.98,5201.711,,,,,,,6243.755,,,
100,1,1259,1505.917,1.674,,,,,,,,,,
100,2,502,716.457,0.504,,,,,,,,,,
100,3,966,1312.927,6.073,,,,,,,,,,
100,4,988,1173.677,1.153,,,,,,,,,,
90,0,126721,150270.2,52049.80,5203,44924.65,1853.446,1,14764.77,0.000,15009.00,19241,642.446,0.237
90,1,1978,2598.305,1.399,,,,,,,,,,
90,2,459,705.019,3.473,,,,,,,,,,
90,3,1891,2309.187,1.614,,,,,,,,,,
90,4,2104,2689.996,95.804,,,,,,,,,,
80,0,160881,197941.5,431225.7,4222,33264.20,1842.600,2,37931.14,36566769,42223.20,53319,1820.979,19.090
80,1,1573,2164.837,2.443,16,111.209,1.399,,,,,16,0.567,0.000
80,2,528,988.511,4.410,34,240.002,5.909,,,,,34,1.260,0.000
80,3,2134,2777.169,29.612,8,73.434,21.394,,,,,8,0.310,0.000
80,4,1322,1741.736,1.960,,,,,,,,,,
70,0,177379,233788.7,275524.0,4784,41210.15,1681.482,3,47951.36,1053116,53945.72,69767,2525.525,510.360
70,1,1749,2410.620,4.219,,,,,,,,,,
70,2,878,1154.423,1.604,,,,,,,,,,
70,3,2223,2837.740,13.797,,,,,,,,,,
70,4,1241,1893.881,4.361,36,261.085,7.247,,,,,36,1.396,0.000
60,0,181506,237032.0,418125.6,3830,36933.22,1486.294,3,56952.58,15851578,56961.62,73421,2629.982,2107.857
60,1,935,1245.331,3.036,,,,,,,,,,
60,2,465,684.854,0.735,,,,,,,,,,
60,3,3674,3814.167,161.254,,,,,,,,,,
60,4,1602,2234.464,1.937,8,64.020,5.365,,,,,8,0.333,0.000
50,0,211171,348445.2,420024.0,15311,120517.4,3756.704,4,56323.46,15137559,60018.93,88720,7067.268,13474.81
50,1,1526,2237.307,4.593,35,235.551,0.760,,,,,35,1.343,0.000
50,2,356,573.943,1.425,,,,,,,,,,
50,3,1013,1312.380,2.500,8,60.698,2.232,,,,,8,0.439,0.000
50,4,4267,4539.445,109.446,,,,,,,,,,
40,0,494850,1016517,2469767,64147,540025.2,974135.9,3,51334.07,8869903,129255.7,239299,17360.35,50518.29
40,1,1410,1744.212,1.495,,,,,,,,,,
40,2,198,495.160,4.346,,,,,,,,,,
40,3,4440,4918.763,64.875,,,,,,,,,,
40,4,1620,2265.611,2.756,,,,,,,,,,
30,0,1290205,1538669,1702284,19979,207483.2,13669.87,4,61015.43,3123966,458133.9,668637,33722.27,166016.5
30,1,2098,2655.737,81.124,,,,,,,,,,
30,2,588,1106.372,2.895,15,103.896,1.422,,,,,15,0.585,0.000
30,3,2172,3035.115,20.230,,,,,,,,,,
30,4,757,979.463,1.427,,,,,,,,,,
20,0,1328102,1686516,10121420,32922,300439.6,56369.00,3,56148.72,16254064,485573.5,695315,32445.15,164375.4
20,1,2700,3312.245,4.064,,,,,,,,,,
20,2,342,739.851,3.534,,,,,,,,,,
20,3,3504,4925.349,8.527,,,,,,,,,,
20,4,1895,2479.682,2.263,,,,,,,,,,
10,0,2663626,3222926,5721089,37780,300901.7,42156.62,6,67413.64,6044056,1054837,1513624,95971.87,11838871
10,1,2465,3169.117,7.747,,,,,,,,,,
10,2,741,1411.866,2.456,34,226.276,0.547,,,,,34,1.262,0.000
10,3,1856,2682.663,2.368,,,,,,,,,,
10,4,8017,8653.557,105.186,,,,,,,,,,
5,0,2665820,3239976,38003.06,36713,269410.4,9915.301,23,58675.66,515536.9,1103863,1514196,86337.14,2051925
5,1,3173,4111.651,19.376,,,,,,,,,,
5,2,1119,1770.986,3.294,,,,,,,,,,
5,3,5427,7976.190,16.380,,,,,,,,,,
5,4,2695,3706.771,7.646,33,245.308,9.767,,,,,33,1.216,0.000
