RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.67,0.13,0:03.80,0,104760,0,0
90,3.69,0.21,0:03.91,5203,121483,26540,16864
80,3.69,0.29,0:03.99,4222,156550,63141,54519
70,3.62,0.41,0:04.04,4784,172408,74481,72639
60,3.64,0.41,0:04.05,3830,177483,75088,78139
50,3.78,0.46,0:04.24,15311,195935,91184,91248
40,3.91,1.28,0:05.21,64147,430653,236493,227288
30,4.42,1.88,0:06.31,19979,1270037,650638,671649
20,4.35,2.15,0:06.52,32922,1295183,682067,742623
10,4.55,4.14,0:08.74,37780,2625848,1281353,1540809
5,4.67,4.00,0:08.71,36713,2629048,1282845,1613548
