RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.53,0.10,0:03.63,0,100590,0,0
90,3.57,0.24,0:03.84,948,140791,44481,42460
80,3.56,0.30,0:03.89,4012,153292,60300,55165
70,3.54,0.38,0:03.95,4312,163069,74233,66295
60,3.62,0.39,0:04.04,5586,170056,76282,74518
50,3.64,0.61,0:04.28,24908,200435,100935,99407
40,3.96,1.77,0:05.84,16196,1102574,553640,584362
30,4.02,2.11,0:06.31,2586,1379711,708894,764101
20,3.97,2.11,0:06.28,31,1382708,709361,776521
10,3.97,2.19,0:06.32,3179,1389459,714226,779932
5,4.18,3.50,0:07.84,75082,1819321,822626,1234927
