RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.37,0.62,0:03.00,3340,642701,129069,5737
90,2.11,4.44,0:06.56,524156,524633,565601,562925
80,1.98,4.60,0:06.59,524135,524657,565609,562931
70,2.16,4.40,0:06.56,524211,524584,565606,563047
60,2.28,4.25,0:06.53,524174,524624,565612,563037
50,2.26,4.35,0:06.61,524231,524572,565615,563032
40,2.22,4.32,0:06.54,524169,524636,565619,563126
30,2.22,4.29,0:06.52,524164,524643,565619,563111
20,2.24,4.26,0:06.51,523845,524965,565626,563489
10,2.35,4.13,0:06.48,524099,524716,565622,563320
5,2.25,4.25,0:06.50,524120,524694,565625,563329
