RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,645966,453560.2,148381.8,3340,24462.08,68.211,,,,
100,1,1315,1570.610,1.562,,,,,,,
100,2,835,1193.587,4.931,6,39.223,0.959,,,,
100,3,989,1210.177,1.985,,,,,,,
100,4,758,1037.546,2.595,20,130.886,1.328,,,,
100,5,405,403.640,1.183,,,,,,,
100,6,513,590.636,2.869,,,,,,,
90,0,1048785,3939967,3732516,524156,3339269,353650.8,4,99827.53,7269851,
90,1,3432,4184.398,8.394,,,,,,,
90,2,3305,4072.717,12.415,,,,,,,
90,3,2830,3432.768,4.021,,,,,,,
90,4,1515,1974.447,2.725,22,141.877,1.087,,,,
90,5,485,618.128,3.008,,,,,,,
90,6,455,510.908,1.432,,,,,,,
80,0,1048717,3932078,4911275,524135,3329695,391384.7,6,138406.9,199069474,
80,1,327,372.460,1.147,,,,,,,
80,2,336,369.160,1.205,,,,,,,
80,3,3613,4532.319,197.932,,,,,,,
80,4,2928,3699.299,5.817,,,,,,,
80,5,2891,3562.473,6.716,,,,,,,
80,6,1272,1315.385,1.191,,,,,,,
70,0,1048791,3928517,3951469,524211,3318900,2794368,4,85684.01,175279005,
70,1,3396,4277.331,16.480,,,,,,,
70,2,4126,4951.225,8.824,,,,,,,
70,3,3049,3775.639,37.698,,,,,,,
70,4,1869,2262.902,2.346,,,,,,,
70,5,1185,1437.855,2.207,,,,,,,
70,6,128,227.871,4.542,9,63.714,10.007,,,,
60,0,1048834,3921114,3921632,524174,3306865,4340695,2,45516.14,64794335,
60,1,3280,4013.543,11.437,,,,,,,
60,2,3485,4064.809,6.571,,,,,,,
60,3,2075,2461.267,976.969,,,,,,,
60,4,954,1217.930,3.165,,,,,,,
60,5,413,523.499,2.251,,,,,,,
60,6,222,398.320,4.876,23,146.022,0.658,,,,
50,0,1048983,3904522,5569835,524231,3292625,225872.7,6,137033.5,165909074,
50,1,2199,2540.678,14.207,,,,,,,
50,2,1976,2358.724,1.721,,,,,,,
50,3,1477,1773.962,2.221,,,,,,,
50,4,715,811.274,1.362,,,,,,,
50,5,325,483.173,3.482,16,108.837,4.478,,,,
50,6,149,175.363,0.388,,,,,,,
40,0,1048801,3901811,4542865,524169,3281286,248811.1,3,68353.11,125974420,
40,1,1405,1599.575,2.397,,,,,,,
40,2,672,1006.765,4.018,26,182.616,8.593,,,,
40,3,6183,6450.829,72.732,,,,,,,
40,4,2889,3835.395,7.064,,,,,,,
40,5,2761,3573.247,8.208,16,106.589,3.289,,,,
40,6,2058,2245.480,1.680,,,,,,,
30,0,1048855,3876416,641196015,524164,3257975,351359.4,2,52405.41,51673930,
30,1,2740,3124.496,3.853,,,,,,,
30,2,1650,2174.916,3.253,8,58.474,3.133,,,,
30,3,1842,2082.164,1.090,,,,,,,
30,4,1320,1639.070,1.824,,,,,,,
30,5,568,530.301,1.470,,,,,,,
30,6,270,321.457,1.330,,,,,,,
20,0,1048843,3877452,19436037,523845,3250408,278207.2,1,25880.37,0.000,
20,1,6182,6485.454,72.651,3,41.450,81.396,,,,
20,2,2246,3159.157,175.885,5,34.766,1.877,,,,
20,3,3302,4163.866,12.922,,,,,,,
20,4,3995,4745.180,12.712,,,,,,,
20,5,1616,1972.938,2.237,,,,,,,
20,6,419,596.609,3.571,17,108.937,1.407,,,,
10,0,1048943,3875582,2731456,524099,3247395,219232.4,,,,
10,1,1471,1971.611,2.424,,,,,,,
10,2,3668,4515.428,55.845,,,,,,,
10,3,3150,3757.545,16.857,,,,,,,
10,4,2325,2820.296,11.307,8,57.972,3.060,,,,
10,5,1152,1464.796,2.432,,,,,,,
10,6,187,224.274,1.548,,,,,,,
5,0,1048795,3881441,3992180,524120,3246490,234094.2,,,,
5,1,667,750.172,2.821,,,,,,,
5,2,983,1183.340,1.131,,,,,,,
5,3,6174,6492.892,71.092,,,,,,,
5,4,4250,5446.216,54.931,,,,,,,
5,5,2554,3064.383,5.385,,,,,,,
5,6,1919,2168.150,2.122,,,,,,,
