RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.34,0.86,0:03.20,17,525370,0,125
90,2.44,2.24,0:04.72,35442,751123,0,266544
80,2.62,2.25,0:04.89,35472,751093,0,266786
70,2.38,2.62,0:05.04,35362,751211,0,267139
60,2.61,2.96,0:05.59,77579,917752,0,477662
50,2.69,2.85,0:05.56,88395,960331,0,528753
40,2.65,2.88,0:05.55,89203,959523,0,531447
30,2.60,2.91,0:05.52,88593,960132,0,531450
20,2.70,2.71,0:05.43,92951,955775,0,531481
10,2.67,2.86,0:05.55,88888,959838,0,531452
5,2.60,2.83,0:05.45,93422,955304,0,531474
