RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.56,0.80,0:07.37,16,470556,2526,88
90,6.56,0.85,0:07.42,19,470564,68938,548
80,6.66,0.86,0:07.52,338,476638,134550,1562
70,6.60,0.94,0:07.55,864,479152,133052,2220
60,6.74,1.18,0:07.93,16748,519877,202844,34855
50,6.85,1.31,0:08.19,5461,620155,271860,67388
40,6.96,1.49,0:08.46,6691,706085,340110,189869
30,7.00,1.88,0:08.89,15841,781658,358314,304646
20,7.20,1.67,0:08.89,2220,857841,421479,360411
10,7.24,2.03,0:09.28,1594,951098,461592,474221
5,8.10,2.07,0:10.18,3328,1010529,503122,535077
