RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,8,1273,1550.212,1.393,,,,,,,
100,9,993,1166.863,0.829,,,,,,,
100,10,979,1135.459,0.834,,,,,,,
100,11,790,982.841,1.498,,,,,,,
100,12,188,231.167,1.287,,,,,,,
100,13,309,454.014,1.293,,,,,,,
100,14,389,663.077,1.699,,,,,,,
100,15,2142,2042.155,45.134,,,,,,,
100,16,84,151.193,3.252,,,,,,,
100,17,,,,,,,,,,
100,18,86,132.107,0.754,,,,,,,
100,19,93,101.492,1.080,,,,,,,
90,8,1481,1832.196,2.061,,,,,,,
90,9,984,1213.110,1.083,,,,,,,
90,10,471,582.118,1.056,,,,,,,
90,11,961,1186.953,2.870,,,,,,,
90,12,727,910.185,2.223,,,,,,,
90,13,339,301.885,1.578,,,,,,,
90,14,434,695.024,1.798,,,,,,,
90,15,2014,2137.558,3.886,,,,,,,
90,16,,,,,,,,,,
90,17,245,403.774,1.734,,,,,,,
90,18,469,714.349,2.139,,,,,,,
90,19,34,49.298,1.112,,,,,,,
80,8,761,989.941,1.267,,,,,,,
80,9,876,1091.190,1.516,,,,,,,
80,10,1158,1400.100,1.228,,,,,,,
80,11,1292,1559.769,1.594,,,,,,,
80,12,486,631.570,1.691,,,,,,,
80,13,172,239.317,1.016,,,,,,,
80,14,167,358.574,1.250,,,,,,,
80,15,1802,1845.949,3.117,,,,,,,
80,16,110,157.635,0.533,,,,,,,
80,17,291,525.487,1.854,,,,,,,
80,18,74,120.248,0.777,,,,,,,
80,19,92,139.545,1.543,,,,,,,
70,8,1740,2187.937,2.003,,,,,,,
70,9,778,1007.596,3.446,1,41.400,0.000,,,,
70,10,1202,1476.604,1.183,,,,,,,
70,11,946,1104.601,1.387,,,,,,,
70,12,594,801.518,2.290,,,,,,,
70,13,251,373.628,3.134,,,,,,,
70,14,249,458.172,3.174,2,14.835,9.950,,,,
70,15,1956,1865.765,3.074,,,,,,,
70,16,,,,,,,,,,
70,17,293,528.120,1.543,,,,,,,
70,18,221,367.404,1.812,,,,,,,
70,19,92,141.037,1.181,,,,,,,
60,8,1354,1698.468,1.941,4,50.919,133.244,,,,
60,9,1277,1484.607,0.883,,,,,,,
60,10,1448,1825.899,1.960,,,,,,,
60,11,1108,1329.370,1.859,,,,,,,
60,12,478,594.610,1.331,,,,,,,
60,13,195,230.912,1.139,,,,,,,
60,14,110,309.435,5.129,,,,,,,
60,15,2202,2061.579,26.823,,,,,,,
60,16,80,111.892,0.616,,,,,,,
60,17,225,375.916,0.490,,,,,,,
60,18,187,302.857,1.249,,,,,,,
60,19,79,105.569,0.692,,,,,,,
50,8,1531,1903.447,1.765,3,20.651,7.519,,,,
50,9,1376,1714.009,0.892,,,,,,,
50,10,1184,1386.258,0.996,,,,,,,
50,11,1228,1473.761,1.394,,,,,,,
50,12,705,861.732,1.361,,,,,,,
50,13,131,276.303,4.184,16,90.029,1.540,,,,
50,14,258,526.329,2.239,,,,,,,
50,15,2574,2498.137,9.177,,,,,,,
50,16,61,98.163,0.981,,,,,,,
50,17,163,331.765,8.395,,,,,,,
50,18,,,,,,,,,,
50,19,86,144.734,1.009,,,,,,,
40,8,1948,2370.134,1.418,,,,,,,
40,9,1108,1365.194,1.700,2,25.743,3.712,,,,
40,10,1999,2350.683,0.926,,,,,,,
40,11,1083,1414.300,2.167,3,21.289,7.858,,,,
40,12,586,764.752,1.257,,,,,,,
40,13,493,647.681,1.067,,,,,,,
40,14,124,331.843,2.075,,,,,,,
40,15,2784,2634.433,6.964,,,,,,,
40,16,148,288.604,4.079,7,45.873,2.168,,,,
40,17,76,105.150,1.670,,,,,,,
40,18,79,108.988,0.715,,,,,,,
40,19,148,293.226,8.551,10,89.684,38.794,,,,
30,8,2782,3407.986,2.247,,,,,,,
30,9,2223,2721.591,9.382,,,,,,,
30,10,1949,2392.706,1.891,,,,,,,
30,11,1401,1824.626,1.471,,,,,,,
30,12,742,940.248,1.732,,,,,,,
30,13,77,118.395,0.854,,,,,,,
30,14,239,563.573,1.393,,,,,,,
30,15,3604,3689.662,492.507,,,,,,,
30,16,,,,,,,,,,
30,17,234,347.302,0.875,,,,,,,
30,18,96,118.636,0.921,,,,,,,
30,19,,,,,,,,,,
20,8,2666,3296.036,2.330,,,,,,,
20,9,2074,2533.872,951.196,,,,,,,
20,10,2173,2599.273,11.872,,,,,,,
20,11,1966,2615.370,1.789,,,,,,,
20,12,814,1027.608,1.389,,,,,,,
20,13,109,142.011,2.059,,,,,,,
20,14,354,747.837,2.029,,,,,,,
20,15,3687,3706.225,57.587,,,,,,,
20,16,,,,,,,,,,
20,17,,,,,,,,,,
20,18,295,500.143,4.663,1,33.793,0.000,,,,
20,19,,,,,,,,,,
10,8,2535,3092.417,3.696,,,,,,,
10,9,1309,1696.618,1.776,,,,,,,
10,10,1413,1773.678,1.443,,,,,,,
10,11,927,1265.270,3.877,3,62.581,332.620,,,,
10,12,519,597.015,2.427,,,,,,,
10,13,2571,2834.483,11.928,,,,,,,
10,14,936,1279.208,1.014,,,,,,,
10,15,2920,3370.694,4.676,,,,,,,
10,16,76,120.138,0.912,,,,,,,
10,17,196,345.750,0.826,,,,,,,
10,18,98,148.602,1.894,,,,,,,
10,19,140,126.654,1.002,,,,,,,
5,8,2940,3628.416,175.432,,,,,,,
5,9,2147,2677.291,18.498,1,15.433,0.000,,,,
5,10,2757,3372.160,2.807,,,,,,,
5,11,2930,3831.974,3.036,,,,,,,
5,12,721,940.927,1.412,,,,,,,
5,13,323,280.251,0.706,,,,,,,
5,14,331,726.912,0.481,,,,,,,
5,15,132,208.829,0.472,,,,,,,
5,16,219,297.034,0.383,,,,,,,
5,17,128,224.946,12.089,3,48.870,236.929,,,,
5,18,,,,,,,,,,
5,19,278,401.085,0.645,,,,,,,
