RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.58,0.74,0:03.35,104,525157,85206,28756
90,2.73,11.76,0:15.59,127308,921486,2827323,2764502
80,2.77,12.38,0:16.28,127801,920996,2828052,2806943
70,2.98,12.70,0:16.82,127732,921063,3172468,2811753
60,2.98,13.62,0:17.77,128521,920283,3724282,2818736
50,3.12,14.39,0:18.67,127518,921289,4231460,2825924
40,3.30,14.77,0:19.21,127672,921138,4509537,2829916
30,3.36,15.32,0:19.82,127603,921206,4788749,2833777
20,3.56,15.99,0:20.75,126502,922309,5066244,2838536
10,3.68,16.46,0:21.32,127340,921480,5342360,2842730
5,3.74,16.83,0:21.71,131056,917760,5478181,2848850
