RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,247317,0
90,244349,36
80,242224,31
70,282778,40578
60,309009,51527
50,293092,62403
40,341019,81768
30,1137873,201694
20,1213332,227981
10,1276940,232942
5,1276788,258823
