RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.18,0.16,0:04.35,0,104859,0,0
90,4.42,0.36,0:04.79,5572,109700,111493,67060
80,4.76,0.57,0:05.35,4240,108395,250826,220193
70,4.81,0.75,0:05.58,4841,108942,299839,294884
60,5.08,0.80,0:05.89,4284,109640,303933,315916
50,5.43,0.69,0:06.13,14847,127860,399369,376653
40,6.00,3.35,0:09.40,68285,275460,1382696,1353025
30,7.53,3.97,0:12.12,6888,743026,2799744,3001796
20,7.82,3.98,0:12.63,7194,794511,2971096,3270281
10,7.92,9.23,0:21.65,16418,2111519,4983482,6050212
5,8.07,6.03,0:17.46,4019,2027159,3611252,4809637
