RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.35,1.69,0:06.05,0,1446068,0,0
90,4.41,1.79,0:06.21,2446,1449691,115161,5316
80,4.39,1.99,0:06.39,2312,1449817,226788,6964
70,4.51,2.82,0:07.42,20249,1653406,494576,149092
60,4.78,5.63,0:10.73,177088,2098575,1022661,530493
50,4.94,9.96,0:15.23,525171,2328770,1377627,1149267
40,5.36,34.34,0:42.57,2191919,5197402,4623224,4481221
30,5.45,46.13,0:54.80,3137738,5662609,5049413,7154077
20,5.82,48.65,0:58.64,3030563,6884333,5289768,8811004
10,5.95,52.57,1:04.30,3113945,8080126,5323949,10415131
5,5.97,52.83,1:03.69,3097991,8491889,5331223,10840675
