RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.50,7.56,0:10.80,124325,924461,1694888,1574651
90,2.38,7.87,0:10.99,128286,920503,1695527,1611882
80,2.33,8.17,0:11.23,131932,916860,1696828,1687494
70,2.47,8.08,0:11.27,131214,917581,1696814,1687776
60,2.38,8.22,0:11.28,129766,919033,1708409,1687065
50,2.54,8.52,0:11.74,130984,917818,1962548,1691382
40,2.50,8.45,0:11.62,129893,918912,1984692,1668232
30,2.41,8.93,0:12.03,130071,918737,2259069,1658821
20,2.53,9.54,0:12.79,131680,917131,2783008,1652705
10,2.55,10.08,0:13.43,128323,920491,3149229,1655656
5,2.51,10.27,0:13.57,128822,919994,3231520,1655004
