RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.29,1.00,0:08.31,85,677968,3420,2201
90,7.38,1.17,0:08.60,1971,687427,142321,52857
80,7.28,1.33,0:08.65,1829,687572,285600,54938
70,7.45,1.95,0:09.45,5468,694776,550145,105656
60,7.46,2.51,0:10.02,25060,688802,845120,195461
50,7.58,4.79,0:12.63,71188,771462,1365638,700513
40,7.46,6.16,0:14.04,101085,879534,1752225,1259913
30,7.70,8.37,0:16.93,196132,965802,2227465,2028528
20,7.83,9.17,0:18.20,192935,1039233,2616170,2457470
10,8.14,9.58,0:19.33,193187,1177477,2846023,3096585
5,8.68,9.87,0:20.06,181656,1323937,3284627,3178931
