RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.58,1.06,0:03.65,26,534079,0,152
90,2.85,2.32,0:05.22,41284,745407,0,266580
80,2.69,2.60,0:05.34,41036,745657,0,266765
70,2.81,2.53,0:05.38,40966,745735,0,267183
60,2.91,3.28,0:06.21,103650,891491,0,476337
50,2.84,3.62,0:06.47,127182,921673,0,527761
40,2.89,3.20,0:06.11,113328,935528,0,531435
30,3.11,3.04,0:06.18,116966,931889,0,531432
20,2.93,3.20,0:06.14,116349,932507,0,531416
10,2.81,3.28,0:06.11,132035,916822,0,531444
5,2.78,3.22,0:06.02,116992,931864,0,531433
