RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.32,0.33,0:02.32,0,195294,0,0
90,7.65,0.33,0:02.46,14,191888,28942,291
80,7.61,0.48,0:02.54,10,192264,48993,431
70,7.69,0.85,0:02.61,40517,213468,81751,41750
60,7.97,1.03,0:02.81,52387,220502,101931,55436
50,7.81,1.05,0:02.79,62499,194207,97678,70347
40,7.81,1.61,0:03.01,83197,304807,167255,102897
30,9.42,4.60,0:04.19,203913,879228,516468,524581
20,8.99,5.22,0:04.36,234103,961498,577399,638530
10,9.05,5.96,0:04.52,260479,1059696,604822,710818
5,9.63,7.80,0:05.32,414263,1302626,616258,876058
