RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.28,0.86,0:03.18,2305,708112,197490,11552
90,2.29,1.85,0:04.34,32830,753736,380117,282923
80,2.31,1.84,0:04.35,32831,753737,444313,283836
70,2.33,1.87,0:04.37,32825,753749,494148,284562
60,2.37,3.02,0:05.51,68296,928195,564476,498099
50,2.36,3.42,0:05.90,78695,970032,565365,550104
40,2.44,3.04,0:05.61,89287,959443,565589,563030
30,2.45,3.09,0:05.69,97303,951424,565584,563023
20,2.51,2.83,0:05.48,82983,965744,565578,563024
10,2.54,2.72,0:05.41,90825,957902,565587,563024
5,2.55,3.18,0:05.88,124674,924053,565571,563007
