RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.96,0.22,0:06.19,0,105103,0,0
90,5.97,0.37,0:06.35,22280,124311,44348,24032
80,5.94,0.68,0:06.63,50500,127528,70251,52520
70,6.03,0.79,0:06.83,66816,119781,73930,68798
60,6.10,0.83,0:06.93,72480,150560,91851,74691
50,6.07,0.96,0:07.04,76766,256387,148233,99000
40,6.65,1.90,0:08.58,127079,697179,385457,259005
30,6.85,3.54,0:10.45,213440,1100001,633303,688882
20,6.86,3.76,0:10.67,229612,1122635,655105,718100
10,7.34,8.00,0:15.59,656819,1992498,1200735,1393025
5,7.69,7.84,0:15.81,656461,2014099,1210032,1543520
