RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.15,0:04.06,0,104859,0,0
90,4.05,0.34,0:04.40,9508,110320,60616,43929
80,4.09,0.37,0:04.47,4149,108538,122582,110853
70,4.14,0.49,0:04.64,5825,108864,150390,147602
60,4.09,0.51,0:04.63,4415,112622,152239,157730
50,4.18,0.70,0:04.91,16585,127923,188748,186389
40,4.39,1.72,0:06.15,72518,281921,459762,449371
30,4.90,1.92,0:06.88,6884,670248,1297031,1377101
20,4.91,2.13,0:07.22,6177,746915,1361841,1481848
10,5.00,5.45,0:11.47,5394,2105775,2564065,3153096
5,5.16,5.44,0:11.70,4019,2183096,2565708,3226442
