RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,1.52,0:04.22,32343,754222,283596,254503
90,2.25,1.58,0:04.31,32480,754085,344165,255808
80,2.33,1.56,0:04.32,32778,753787,411473,283458
70,2.48,1.45,0:04.40,32776,753796,464052,284245
60,2.48,2.51,0:05.38,83352,917237,564572,503835
50,2.37,2.41,0:05.23,67774,980954,565340,548636
40,2.52,2.40,0:05.21,73544,975183,565529,559609
30,2.61,2.40,0:05.26,85188,963540,565588,563153
20,2.52,2.39,0:05.13,79397,969331,565589,563127
10,2.60,2.33,0:05.09,78246,970482,565588,563103
5,2.64,4.47,0:07.11,524309,524419,565580,563107
