RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.17,0:04.46,0,104857,0,0
90,4.56,0.45,0:05.02,5339,109558,161232,86953
80,5.00,0.63,0:05.64,4156,108887,310425,276337
70,5.10,0.85,0:05.98,4649,110952,374083,367293
60,5.33,0.89,0:06.24,4055,109043,379532,394911
50,5.74,0.89,0:06.64,16194,128672,533175,470655
40,6.74,4.22,0:11.03,63989,281936,1945584,1882899
30,7.83,5.01,0:14.01,8794,859233,3457819,3676131
20,7.93,4.84,0:14.19,7234,914098,3441749,3722919
10,8.04,11.39,0:26.64,24604,2142401,6169092,7477091
5,8.37,7.04,0:21.90,4003,2157459,4657828,6231053
