RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.32,1.40,0:04.21,32284,754281,283503,253462
90,2.40,1.38,0:04.26,32467,754098,343934,256341
80,2.41,1.51,0:04.34,32772,753793,412912,283474
70,2.30,1.62,0:04.38,32778,753794,464013,284244
60,2.47,2.35,0:05.27,70154,930204,564573,503676
50,2.40,2.54,0:05.37,75890,972838,565346,549052
40,2.54,2.53,0:05.37,87610,961117,565528,559569
30,2.57,2.41,0:05.23,82547,966181,565586,563152
20,2.70,2.28,0:05.19,81535,967193,565588,563119
10,2.62,2.44,0:05.21,87949,960779,565581,563108
5,2.73,2.03,0:04.92,66979,981749,565585,563113
