RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.85,0.14,0:04.00,0,104760,0,0
90,3.88,0.21,0:04.09,5405,109157,26892,17145
80,3.76,0.32,0:04.08,3996,108328,62287,55364
70,3.70,0.36,0:04.07,4742,108281,74486,72970
60,3.72,0.36,0:04.09,4314,109773,75829,78911
50,3.73,0.49,0:04.23,16072,125409,90479,92038
40,4.04,1.16,0:05.20,69397,275916,234023,228758
30,4.12,1.75,0:05.89,7524,637821,647330,681857
20,4.17,1.82,0:06.02,6559,679642,680335,741142
10,4.30,3.57,0:07.92,5507,1267988,1281806,1568802
5,4.47,3.42,0:07.92,3891,1252390,1282935,1613181
