RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.65,1.20,0:03.86,2153,655623,134713,3135
90,2.56,2.19,0:04.76,49,529723,534531,520855
80,2.43,2.38,0:04.82,15,529728,534641,531525
70,2.41,2.32,0:04.73,15,529724,534638,531522
60,2.59,2.19,0:04.78,15,529723,534636,531533
50,2.59,2.23,0:04.83,15,529728,534642,531542
40,2.53,2.17,0:04.70,15,529726,534644,531545
30,2.61,2.21,0:04.83,15,529723,534629,531536
20,2.56,2.13,0:04.69,16,529724,534643,531553
10,2.51,2.03,0:04.54,15,529723,534640,531554
5,2.66,1.89,0:04.56,15,529722,534635,531551
