RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99633,73961.93,7566.220,,,,,,,,,,,99633,3069.078,98.471
100,1,1127,953.808,0.177,,,,,,,,,,,1127,35.979,0.000
100,2,251,332.008,0.676,,,,,,,,,,,251,9.960,0.000
100,3,202,269.691,0.549,,,,,,,,,,,202,7.096,0.000
100,4,2186,2600.928,53.336,,,,,,,,,,,2186,134.138,2.493
90,0,124165,213500.8,57816.39,16366,120784.2,575.232,2,14855.33,1109.016,,24714,824.367,1.109,124165,3668.573,24.262
90,1,27765,183042.3,6039.122,22349,157069.3,2938.964,,,,,26656,1998.991,117.172,27765,978.212,6.697
90,2,557,817.166,3.200,1,9.591,0.000,,,,,16,5.735,1.651,557,21.723,0.000
90,3,290,423.002,3.037,,,,,,,,,,,290,10.808,0.000
90,4,1770,2162.557,6.821,,,,,,,,,,,1770,88.031,0.151
80,0,128156,245779.2,33554.13,20307,148942.5,42460.92,4,31242.06,341606.3,,28599,1047.340,43.218,128156,3936.971,65.752
80,1,33155,212374.8,3377.519,26357,184954.2,832.580,1,16066.82,0.000,,31808,1228.434,13.127,33155,1186.460,11.836
80,2,1056,1678.792,4.123,2,20.169,5.330,,,,,10,0.427,0.000,1056,40.205,0.001
80,3,1048,1340.280,1.259,,,,,,,,,,,1048,37.488,0.000
80,4,1073,1445.645,2.016,,,,,,,,,,,1073,55.482,0.210
70,0,130281,291943.0,57191.85,26122,190904.5,1985.874,5,34814.15,4454755,,30791,1139.836,27.336,130281,3989.967,42.941
70,1,55303,248929.1,173830.6,29503,208035.5,3067.500,,,,,45480,2639.424,154.164,55303,1814.034,101.834
70,2,1005,1801.965,4.262,3,21.362,1.401,,,,,22,4.244,0.520,1005,37.870,0.003
70,3,1460,1955.685,1.784,,,,,,,,,,,1460,52.552,0.000
70,4,1362,1741.173,1.196,,,,,,,,,,,1362,50.058,0.000
60,0,130761,318059.7,4708390,29726,215193.1,2724.542,6,29588.45,1782378,,31040,1096.690,26.766,130761,3997.171,1785.699
60,1,53192,270935.5,15675.78,32932,230825.4,3350.624,,,,,44846,2481.203,344.960,53192,1689.347,9.759
60,2,706,1109.080,5.323,2,15.090,2.363,,,,,8,0.333,0.000,706,31.283,0.011
60,3,629,823.852,1.233,,,,,,,,,,,629,22.930,0.000
60,4,429,602.678,1.342,,,,,,,,,,,429,19.228,0.000
50,0,146239,339671.8,240845.6,30496,222119.6,3856.065,4,19668.12,2198301,,39609,1397.880,20.466,146239,5044.789,235.061
50,1,95059,328138.2,42138.70,37260,262168.6,9759.059,,,,,66720,4228.728,1386.091,95059,2976.216,29.164
