RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.10,0:02.21,0,100521,0,0
90,3.89,0.49,0:02.39,38715,112976,59819,44200
80,3.84,0.63,0:02.44,46664,114256,70017,51372
70,3.87,0.68,0:02.49,55620,129595,79956,62754
60,3.95,0.67,0:02.52,62658,121071,78811,69471
50,4.07,0.76,0:02.64,67756,173617,109438,75715
40,4.85,2.75,0:04.07,179916,1047387,618147,519609
30,4.89,3.40,0:04.48,239882,1102835,688126,752575
20,4.55,3.72,0:04.54,266663,1115097,708535,792813
10,4.89,3.76,0:04.77,273803,1108975,709671,796488
5,5.62,3.76,0:05.13,279342,1132992,727516,800364
