RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.12,0:02.12,0,100521,0,0
90,3.92,0.29,0:02.34,950,140688,44462,41688
80,3.99,0.33,0:02.41,2296,151687,58054,52926
70,4.02,0.37,0:02.45,3486,162814,73674,64728
60,4.04,0.42,0:02.49,5716,172285,77715,74651
50,4.39,0.74,0:02.82,33306,215932,114022,108579
40,4.78,1.83,0:03.61,2891,1083190,536748,512916
30,4.61,2.69,0:03.98,4914,1350815,692654,743166
20,5.02,2.32,0:04.02,321,1380267,706986,772949
10,5.01,2.68,0:04.20,105,1382654,709345,776571
5,5.79,2.75,0:04.61,3726,1385980,713665,780954
