RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.31,0.15,0:04.47,0,100590,0,0
90,4.40,0.78,0:05.20,37779,104824,299463,237876
80,4.46,1.03,0:05.50,50002,103163,412161,304101
70,4.54,1.33,0:05.88,71971,125740,534115,436709
60,4.64,1.35,0:06.02,68394,111212,482138,306205
50,4.85,1.66,0:06.64,83342,162992,557613,389722
40,5.14,6.39,0:13.01,184932,856235,1698827,1796975
30,5.42,12.82,0:21.58,227482,1149534,3943278,4258387
20,5.49,13.13,0:22.21,231604,1151135,4071114,4475088
10,5.62,13.38,0:22.72,233808,1182258,4115924,4569338
5,5.63,18.70,0:30.02,320790,1569538,4731942,6456576
