RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.09,0:01.60,0,100476,0,0
90,4.11,0.57,0:01.88,206,146817,50487,44023
80,4.10,0.59,0:01.91,362,161002,65801,53728
70,4.11,0.52,0:01.93,542,165077,70693,62495
60,4.12,0.46,0:01.90,219,168030,70795,68537
50,4.43,0.66,0:02.06,4699,211891,95548,78929
40,5.38,3.12,0:03.22,13632,1071645,533872,298549
30,4.91,6.79,0:04.43,3943,1370931,699858,745774
20,5.01,6.93,0:04.50,6234,1409585,721192,774692
10,4.61,11.21,0:06.49,181967,1514724,753379,915542
5,5.84,5.29,0:04.48,25981,1468298,734954,828456
