RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,1,1446319,,4336213,,,,,,,,,,,1446319,44447.81,163669.2,,,
100,2,1446101,1144861,3623634,,,,,,,,,,,1446101,43782.60,80966.69,,,
90,1,1446914,1164311,6383798,567,4777.650,111.285,26,421200.0,236074394,,586,23.629,0.031,1446914,45387.44,236664.6,,,
90,2,1452179,1179832,8602834,2415,18417.32,179.540,27,390021.4,195870037,,3515,1102.174,6.856,1452179,44552.34,253985.5,,,
80,1,1452054,1197190,4439343,2518,22576.32,469.049,47,927885.0,235339443,,3497,1182.185,11.387,1452054,46464.97,183277.4,,,
80,2,1451516,1193908,17647690,2047,18960.14,142.825,50,932837.9,224386989,,3455,1706.223,49.937,1451516,44900.47,575476.8,,,
70,1,1670332,2126152,5531950,23505,579713.0,187453.4,88,1597008,254241397,,144589,156455.7,1029290,1670332,52760.77,804108.8,,,
70,2,1674581,2161522,13094329,23693,592030.1,192216.2,77,1562811,258314319,,147366,165214.5,2247239,1674581,54365.62,823847.9,,,
60,1,2255153,6018394,892443.2,176482,3381166,967793.3,113,2306919,231404085,,581724,680601.9,5836163,2255153,73648.84,418866.0,,,
60,2,2247748,6061105,549079.0,179464,3428877,1419163,107,2201018,213698057,,577075,688939.2,23797616,2247748,74477.57,1410099,,,
50,1,2907167,12752518,802818.9,535881,9131971,4711045,123,2644146,188941180,,1191969,892965.2,5797368,2907167,99912.83,1864273,,,
50,2,2914126,12856373,3128263,544623,9206765,3773542,123,2558526,171010810,,1194783,912012.9,885157.1,2914126,102360.3,2304250,,,
40,1,7253365,51931065,63959420,2210318,40893117,648748.3,133,2945629,156803655,,4592271,3793318,2707400,7253365,262537.4,50958318,,,
40,2,7258607,52081296,4091213,2219427,40945951,5602149,136,2998339,166184496,,4604728,3895432,21942690,7258607,268857.3,3162986,,,
30,1,8718371,90291255,6096413,4871483,77337228,1415383,108,1297646,122520679,,6889691,3111897,3642533,8718371,316754.9,3476069,,,
30,2,8720917,90487724,8851294,4894017,77499892,10865344,111,1324795,134279916,,6914128,3153659,2441829,8720917,323395.6,3189537,,,
20,1,9755918,108081429,2551724,5110713,90313946,4914225,63,737596.8,87725965,,8735259,5880741,870288.4,9755918,370967.2,1266803,,,
20,2,9750969,107972428,9024775,5122785,90430095,3832182,67,774402.4,120134696,,8641952,5638768,1411842,9750969,358627.8,9272819,,,
10,1,11039995,126779020,11228498,5711525,106966816,3173616,16,164032.9,66185443,,10196683,5980805,7980876,11039995,417415.5,6460250,,,
10,2,10983779,126518355,8815820,5731529,107030236,12128645,16,200602.1,68071845,,9946351,5687790,6021360,10983779,412572.3,19869234,,,
5,1,10949382,128074240,5941605,5384372,107608092,8542417,7,86238.86,108738878,,10429636,6462328,3021673,10949382,401989.9,3792497,,,
5,2,11330386,127140504,2219961,5352991,107041253,7814970,10,160641.9,61386464,,10276764,5692856,844453.1,11330386,421095.9,1807023,,,
