RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.85,1.86,0:06.73,0,1446073,0,0
90,4.93,2.25,0:07.20,2303,1449842,232015,10670
80,4.99,2.76,0:07.78,2518,1449611,458686,13856
70,5.03,4.41,0:09.61,23505,1646710,982600,303964
60,5.27,8.67,0:14.55,178219,2082071,2024161,1089750
50,5.18,16.11,0:22.07,537646,2374681,3182491,2429457
40,5.57,54.79,1:03.50,2210318,5043122,10253417,9390714
30,5.37,92.59,1:40.53,4871483,3846873,15412583,14609128
20,5.67,108.19,1:58.68,5110713,4731277,18852639,18112547
10,5.86,126.84,2:17.63,5712806,5491511,22406386,21509304
5,6.23,128.86,2:20.68,5424575,6161333,23352578,22520680
