RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100777,73122.12,2777.946,,,,,,,,,,,100777,2944.702,10.293
100,1,1099,1427.358,2.147,,,,,,,,,,,1099,52.127,0.198
100,2,1428,1852.938,2.138,,,,,,,,,,,1428,49.775,0.000
100,3,1140,1538.616,2.247,,,,,,,,,,,1140,39.703,0.000
100,4,1066,1449.351,2.262,,,,,,,,,,,1066,37.685,0.000
90,0,155030,397414.9,73941.04,41053,284221.0,4490.430,2,16158.85,1278843,,54306,1809.906,38.132,155030,4677.326,36.428
90,1,1284,1812.422,2.682,10,66.236,2.308,,,,,18,0.586,0.000,1284,44.971,0.000
90,2,1306,1978.108,4.414,3,20.494,2.193,,,,,14,5.230,1.516,1306,62.117,0.214
90,3,1349,1970.007,3.244,,,,,,,,,,,1349,47.880,0.000
90,4,748,977.766,1.799,,,,,,,,,,,748,27.682,0.000
80,0,171815,452588.1,394447.7,47919,331873.3,6670.243,4,30451.26,279663.4,,66444,2357.750,62.618,171815,5290.120,207.132
80,1,1950,2778.996,2.220,,,,,,,,,,,1950,68.230,0.000
80,2,1113,1409.516,1.117,,,,,,,,,,,1113,38.105,0.000
80,3,1549,2160.326,2.873,,,,,,,,,,,1549,54.372,0.000
80,4,1008,1387.207,3.091,,,,,,,,,,,1008,36.302,0.000
70,0,191902,533095.3,406379.0,57354,395399.9,5230.331,5,36069.30,3543779,,79348,4255.787,269.950,191902,5986.386,400.498
70,1,625,803.086,1.114,,,,,,,,,,,625,23.013,0.000
70,2,676,1026.156,3.279,5,36.593,6.735,,,,,18,6.059,1.553,676,24.152,0.000
70,3,2123,2950.289,50.110,,,,,,,,,,,2123,72.427,0.004
70,4,1747,2274.669,1.408,,,,,,,,,,,1747,60.194,0.000
60,0,184765,571774.4,291021.5,64415,437513.7,87379.82,6,30689.17,1478373,,76236,2428.841,119.092,184765,5713.689,338.228
60,1,1140,1530.512,2.594,1,13.769,0.000,,,,,5,0.229,0.001,1140,40.030,0.000
60,2,1543,2060.926,3.707,7,51.846,1.943,,,,,35,9.654,1.129,1543,55.940,0.000
60,3,1054,1493.003,4.622,,,,,,,,,,,1054,36.444,0.000
60,4,934,1213.702,2.548,,,,,,,,,,,934,49.459,0.291
50,0,224724,631542.8,1448807,68577,470658.5,4031.557,4,21949.55,443063.8,,96919,3784.052,18392.43,224724,6840.491,1210.834
50,1,1615,2342.287,3.784,,,,,,,,,,,1615,72.411,0.175
50,2,1013,1477.739,3.389,3,20.582,1.912,,,,,9,0.358,0.000,1013,34.975,0.000
50,3,1191,1747.920,3.232,23,141.714,0.585,,,,,26,0.876,0.000,1191,42.092,0.000
50,4,1144,1398.938,2.385,,,,,,,,,,,1144,41.750,0.000
40,0,1311670,2302694,4715744,186953,1325625,101660.2,6,28070.09,175985.4,,701559,104263.2,124929.0,1311670,43249.89,6213.720
40,1,5957,7017.419,235.719,,,,,,,,,,,5957,279.243,4.664
40,2,2408,4320.273,17.682,5,38.621,6.098,,,,,40,7.447,0.889,2408,93.339,0.020
40,3,2484,3415.814,7.889,,,,,,,,,,,2484,103.205,0.331
40,4,2378,3286.627,9.732,,,,,,,,,,,2378,113.480,0.744
30,0,1382660,2821004,1454925,251937,1766864,404365.3,5,22901.29,1202400,,759306,117093.2,829769.7,1382660,44896.14,17243.28
30,1,2233,3027.647,16.940,,,,,,,,,,,2233,99.227,0.810
30,2,447,985.117,6.605,8,54.457,0.956,,,,,31,4.859,0.445,447,15.566,0.000
30,3,1,4.930,0.000,,,,,,,,,,,1,0.126,0.000
30,4,2970,4109.433,66.400,2,15.384,2.962,,,,,5,0.149,0.000,2970,135.972,6.180
20,0,1386474,2890890,1749374,261583,1821317,221901.1,5,25640.48,249723.5,,763515,124556.3,408008.3,1386474,46109.93,18079.23
20,1,1671,2167.276,2.141,,,,,,,,,,,1671,60.385,0.000
20,2,596,1396.687,6.946,5,33.981,1.150,,,,,9,0.343,0.000,596,31.411,0.035
20,3,557,760.762,2.037,6,41.841,1.784,,,,,26,1.029,0.000,557,21.458,0.000
20,4,6506,7835.668,85.533,,,,,,,,,,,6506,296.392,0.942
10,0,1525115,3038882,19506638,260027,1839091,214005.5,5,29379.62,483346.3,,885208,161325.6,1478422,1525115,49677.67,84321.56
10,1,3104,4242.871,26.978,,,,,,,,,,,3104,111.148,0.001
10,2,890,1413.152,5.396,2,16.444,0.006,,,,,10,0.374,0.000,890,34.492,0.005
10,3,1064,1541.279,2.522,,,,,,,,,,,1064,39.029,0.000
10,4,1055,1428.263,1.782,,,,,,,,,,,1055,54.129,0.270
5,0,1893809,3894211,880429.8,337544,2347299,261863.4,7,28584.78,185915.3,,1253261,256149.3,3457770,1893809,62370.59,14670.80
5,1,3862,5332.842,17.934,,,,,,,,,,,3862,138.742,0.001
5,2,2693,4541.929,12.506,1,7.957,0.000,,,,,9,0.332,0.000,2693,114.712,0.060
5,3,3170,4209.981,15.916,,,,,,,,,,,3170,145.417,1.084
5,4,2523,3406.869,8.141,,,,,,,,,,,2523,91.409,0.000
