RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100837,0
90,155234,41075
80,172153,47940
70,192294,57377
60,185064,64425
50,225096,68613
40,1343281,186962
30,1417329,251954
20,1423432,261604
10,1571434,260047
5,1969881,337559
