RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.68,0.13,0:03.81,0,104760,0,0
90,3.68,0.22,0:03.90,5157,121452,26739,16935
80,3.69,0.29,0:03.99,4109,156850,63162,54667
70,3.69,0.34,0:04.03,4650,172553,74475,72392
60,3.75,0.30,0:04.06,4000,178403,75680,78859
50,3.75,0.46,0:04.23,15270,195828,91106,91212
40,3.95,1.31,0:05.27,67129,425429,235799,226216
30,4.31,2.02,0:06.34,20248,1270306,651274,672758
20,4.38,2.13,0:06.52,32927,1295298,681796,742570
10,4.61,4.07,0:08.73,37601,2626163,1281306,1538077
5,4.75,3.91,0:08.69,36712,2629080,1282864,1613565
