RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,666081,866651.0,270513.3,7329,47208.50,56.782,,,,41469.00
100,1,434,860.088,8.254,16,132.853,87.558,,,,
100,2,493,845.459,2.161,,,,,,,
100,3,480,716.621,1.875,,,,,,,
100,4,254,465.328,4.028,,,,,,,
90,0,786490,1114168,44202237,7,50.272,1.698,9,163924.2,37695666,308942.1
90,1,350,743.773,8.328,16,121.589,64.830,,,,
90,2,325,730.422,8.956,31,220.980,29.881,,,,
90,3,406,705.810,4.422,2,35.698,286.322,,,,
90,4,404,563.961,2.678,,,,,,,
80,0,786499,1143609,6553923,9,81.686,76.405,13,291305.0,162918519,295479.5
80,1,407,642.615,1.527,,,,,,,
80,2,325,571.573,2.921,,,,,,,
80,3,92,145.371,0.842,,,,,,,
80,4,199,351.438,5.724,,,,,,,
70,0,786499,1192788,7019728,12,99.268,53.628,12,258597.7,130849681,306248.2
70,1,,,,,,,,,,
70,2,394,729.635,4.538,,,,,,,
70,3,259,431.008,1.968,,,,,,,
70,4,295,452.745,1.051,,,,,,,
60,0,995322,1465949,29382598,37,268.822,22.698,11,378328.5,711363426,459687.5
60,1,230,486.051,12.221,16,139.459,67.487,,,,
60,2,111,209.323,0.792,,,,,,,
60,3,157,328.468,11.798,9,84.672,90.520,,,,
60,4,422,767.263,1.421,,,,,,,
50,0,1048652,1508397,854583.1,51,335.601,9.183,12,255152.3,62217783,513338.9
50,1,467,786.102,2.054,,,,,,,
50,2,580,911.090,1.016,,,,,,,
50,3,448,687.448,2.044,,,,,,,
50,4,297,541.409,4.255,,,,,,,
40,0,1048778,1597623,1808274,17,163.247,75.114,10,226133.9,19399462,515274.0
40,1,288,568.110,9.890,16,125.787,85.596,,,,
40,2,354,611.557,1.271,,,,,,,
40,3,189,330.606,2.286,,,,,,,
40,4,113,194.439,0.823,,,,,,,
30,0,1048778,1579071,2044787,17,137.691,21.655,8,132259.9,45292699,519073.2
30,1,152,296.540,3.364,,,,,,,
30,2,481,840.904,2.330,,,,,,,
30,3,301,519.740,1.577,,,,,,,
30,4,370,752.057,4.613,34,217.503,6.983,,,,
20,0,1048652,1639161,961889.3,17,142.932,39.753,4,33441.54,3333216,517304.7
20,1,310,547.411,1.830,,,,,,,
20,2,353,522.626,0.684,,,,,,,
20,3,116,181.054,0.629,,,,,,,
20,4,130,194.707,0.454,,,,,,,
10,0,1048762,1571930,792403.4,17,140.578,38.664,2,16702.79,442145.9,505185.7
10,1,256,632.717,10.287,31,213.143,26.360,,,,
10,2,223,430.329,9.040,18,132.614,39.852,,,,
10,3,341,472.797,1.141,,,,,,,
10,4,195,314.572,0.810,,,,,,,
5,0,1048836,1584822,798255.7,17,150.118,42.813,1,3241.138,0.000,509148.9
5,1,208,336.219,1.057,,,,,,,
5,2,50,78.460,4.526,,,,,,,
5,3,244,443.011,2.009,,,,,,,
5,4,196,430.450,5.417,,,,,,,
