RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,3355,4897.799,10.896,,,,,,,,,,,3355,128.376,0.003,,,
100,1,2745,3964.957,6.540,,,,,,,,,,,2745,135.743,0.263,,,
100,2,2557,3762.090,7.876,,,,,,,,,,,2557,111.537,0.185,,,
100,3,3049,4440.489,37.993,,,,,,,,,,,3049,129.906,0.633,,,
100,4,3623,5363.943,137.367,,,,,,,,,,,3623,162.623,1.989,,,
100,5,2892,4249.092,5.373,,,,,,,,,,,2892,116.693,0.003,,,
100,6,1896,2763.398,2.560,,,,,,,,,,,1896,87.490,0.084,,,
100,7,1165,1805.978,6.349,1,49.475,0.000,30,39517.12,1218776,,5,0.195,0.000,1165,61.103,0.137,,,
100,8,679390,972651.6,96950.68,86,997.557,78.249,,,,,1535,160.248,0.638,679390,23697.93,89.688,,,
100,9,679225,972005.4,142023.5,94,1367.513,85.266,,,,,1578,87.830,0.191,679225,23348.96,184.675,,,
100,10,673147,963107.6,93311.97,95,966.899,68.480,,,,,1563,93.730,0.243,673147,23276.77,270.011,,,
100,11,678959,971366.2,186871.1,101,895.414,63.282,,,,,1593,103.405,0.254,678959,23698.36,475.275,,,
100,12,669779,958195.0,109747.5,103,937.248,60.934,,,,,1539,62.347,0.004,669779,23283.92,337.475,,,
100,13,849,1316.763,3.201,3,39.560,142.497,,,,,16,0.654,0.000,849,40.111,0.001,,,
100,14,1182,2219.857,2.940,3,30.853,19.122,,,,,20,0.823,0.000,1182,53.369,0.001,,,
100,15,2019,3967.879,2.659,,,,,,,,3,0.131,0.000,2019,88.828,0.001,,,
100,16,3394,5220.860,10.446,,,,,,,,,,,3394,133.178,0.003,,,
100,17,3627,5518.688,131.888,,,,,,,,,,,3627,146.567,0.076,,,
100,18,2459,3689.356,11.643,,,,,,,,,,,2459,96.956,0.003,,,
100,19,2600,3857.572,8.485,,,,,,,,,,,2600,107.024,0.003,,,
100,20,3287,5093.936,11.863,,,,,,,,,,,3287,146.531,0.009,,,
100,21,2878,4159.914,5.155,,,,,,,,,,,2878,112.212,0.002,,,
100,22,2705,3966.052,7.197,,,,,,,,,,,2705,119.912,0.140,,,
100,23,1352,1831.165,2.564,,,,,,,,,,,1352,55.849,0.001,,,
100,24,84,164.192,1.150,,,,,,,,,,,84,6.043,0.016,,,
100,25,205,331.594,0.825,,,,,,,,,,,205,8.297,0.000,,,
100,26,298,634.263,1.357,,,,,,,,,,,298,22.704,0.007,,,
100,27,227,537.109,3.882,,,,,,,,,,,227,16.867,0.000,,,
100,28,266,531.795,1.124,,,,,,,,,,,266,15.275,0.001,,,
100,29,568,2068.433,4.232,,,,,,,,,,,568,60.518,0.005,,,
