RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,622138,448
90,1055587,369659
80,1061949,262953
70,1062977,259771
60,1061772,253994
50,1064142,274514
40,1062974,256034
30,1064081,256425
20,1063126,255063
10,1054304,435039
5,1063099,264679
