RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.47,0.86,0:03.37,434,536104,0,1230
90,2.47,3.03,0:05.54,39424,747141,0,266162
80,2.39,3.29,0:05.72,39518,747046,0,266527
70,2.49,3.42,0:05.93,39399,747173,0,266904
60,2.60,4.84,0:07.47,84633,911980,0,479080
50,2.46,4.78,0:07.27,96274,951636,0,530723
40,2.58,4.36,0:06.96,96144,952581,0,531548
30,2.59,6.69,0:09.29,524077,524649,0,531530
20,2.66,6.20,0:08.87,524026,524699,0,531521
10,2.66,6.20,0:08.87,524308,524417,0,531534
5,2.79,6.06,0:08.85,524015,524710,0,531533
