RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.04,5.44,0:07.48,435977,612804,564015,469629
90,2.20,2.03,0:04.97,39,1048746,565045,528954
80,2.27,2.05,0:05.03,14,1048778,565617,562239
70,2.31,2.04,0:05.02,15,1048780,565615,562358
60,2.34,2.03,0:04.97,16,1048783,565605,562389
50,2.33,2.08,0:04.98,16,1048786,565623,562615
40,2.46,2.00,0:04.97,15,1048790,565623,562695
30,2.42,2.03,0:04.91,15,1048793,565624,562819
20,2.49,2.01,0:04.93,13,1048795,565622,562921
10,2.65,1.89,0:04.93,13,1048798,565623,563030
5,2.58,1.96,0:04.91,13,1048800,565616,563076
