RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.60,1.00,0:03.61,2942,525910,22596,10102
90,2.70,5.60,0:16.60,15,1009159,3393560,3355660
80,2.73,6.00,0:16.85,19,1013601,3439758,3362378
70,2.77,5.99,0:16.46,15,1008529,4299168,3440326
60,2.91,7.16,0:18.56,15,1012031,4672569,3290770
50,2.82,7.93,0:19.31,15,1011993,4978264,3221769
40,3.27,5.26,0:18.03,15,1004448,4463931,2492597
30,3.31,3.34,0:09.88,19,915526,2420657,1264762
20,3.00,7.13,0:15.86,19,939045,4407639,3377887
10,2.67,50.18,0:53.51,15,575602,6086257,3284467
5,2.64,45.47,0:49.97,15,640764,6053365,3187704
