RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.71,1.14,0:03.86,3208,660975,141163,4245
90,2.67,2.37,0:05.05,24,1048797,534515,518491
80,2.80,2.30,0:05.11,14,1048818,534641,531476
70,2.62,2.41,0:05.04,14,1048820,534644,531458
60,2.70,2.27,0:04.98,14,1048818,534637,531462
50,2.78,2.27,0:05.05,14,1048825,534640,531472
40,2.91,2.14,0:05.05,14,1048827,534642,531468
30,2.85,2.10,0:04.96,14,1048829,534649,531470
20,3.07,1.88,0:04.95,14,1048831,534641,531481
10,2.93,2.03,0:04.96,14,1048833,534640,531484
5,2.88,2.08,0:04.97,14,1048835,534636,531472
