RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.81,1.22,0:09.08,186,677962,5254,3261
90,8.02,1.45,0:09.56,39,689373,220578,79116
80,7.89,1.79,0:09.71,26,689370,427452,82126
70,8.00,2.77,0:10.84,93,689410,844167,144019
60,7.91,3.63,0:11.70,1009,703640,1227646,220637
50,8.04,5.40,0:14.08,13386,759987,2034256,979873
40,8.35,5.57,0:15.26,11842,847863,2656525,1852546
30,8.53,5.69,0:17.15,21408,953029,3581845,3124700
20,8.70,5.24,0:18.37,1853,1076965,4090569,3754267
10,9.11,5.66,0:20.10,2681,1173120,4443410,4172291
5,9.14,8.90,0:20.00,46334,1268201,4276758,3802966
