RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.12,0:01.61,0,100476,0,0
90,4.13,0.30,0:01.78,1177,140324,44350,41614
80,4.12,0.36,0:01.81,1924,150969,57295,51844
70,4.18,0.40,0:01.85,2586,162048,73060,63838
60,4.25,0.39,0:01.88,4201,168755,75105,72427
50,4.82,0.60,0:02.14,26958,208937,106845,101569
40,5.12,2.10,0:02.79,7345,964145,479553,464507
30,5.08,3.35,0:03.24,8872,1338441,686871,732667
20,5.20,3.16,0:03.26,343,1373627,704939,767264
10,5.46,3.21,0:03.37,127,1382592,709365,775099
5,5.75,3.77,0:03.92,5802,1389192,718258,783916
