RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.12,0:04.00,0,104759,-4682460,0
90,3.89,0.32,0:04.21,7695,133835,-4682460,23407
80,3.86,0.39,0:04.26,6724,165998,-4720054,54309
70,3.81,0.43,0:04.26,4229,176088,-4794211,69642
60,3.81,0.43,0:04.26,3391,177026,-4868641,77984
50,3.84,0.50,0:04.36,6205,196775,-4943253,81527
40,4.05,0.83,0:04.91,21966,391227,-5029893,176665
30,4.37,1.96,0:06.41,17307,1286777,-5215394,685944
20,4.34,2.31,0:06.72,34081,1307584,-5880353,743178
10,4.50,4.01,0:08.69,36502,2494630,-6570149,1280807
5,4.81,4.08,0:09.17,36660,2627176,-7789867,1612296
