RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.34,0.43,0:02.37,0,196781,0,0
90,7.39,0.33,0:02.38,44,196737,22389,246
80,7.82,0.38,0:02.52,44,194546,50543,430
70,7.39,1.01,0:02.55,38443,213917,80266,41912
60,7.87,1.07,0:02.79,54394,253262,108680,58475
50,8.08,0.93,0:02.81,64533,227165,97804,68869
40,7.95,1.45,0:02.97,92716,272054,159063,98683
30,9.85,4.50,0:04.29,420108,646965,509700,433158
20,9.66,5.52,0:04.63,589072,577793,565168,609360
10,10.12,5.50,0:04.77,594340,588837,568864,617973
5,11.44,6.52,0:05.42,643475,674395,591581,638033
