RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679132,66
90,693676,84
80,696685,504
70,719721,2074
60,783577,16806
50,896680,9805
40,1034768,12657
30,1200762,18509
20,1314235,5189
10,1453440,2720
5,1527683,4240
