RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.23,0.17,0:03.95,0,101094,0,0
90,7.29,0.74,0:04.31,40809,111773,0,41650
80,7.30,0.73,0:04.31,48079,114141,0,49082
70,7.28,0.83,0:04.37,56961,111457,0,58720
60,7.55,0.89,0:04.56,63562,125387,0,66418
50,7.17,1.00,0:04.41,71780,224517,0,81504
40,8.03,3.02,0:05.91,190017,802883,0,469882
30,7.90,3.57,0:06.20,217006,863047,0,575324
20,8.29,3.11,0:06.14,222843,880699,0,599714
10,8.31,3.16,0:06.20,226857,880170,0,605777
5,9.44,3.43,0:06.90,245084,873140,0,602773
