RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.73,1.27,0:04.01,2027,602922,0,2645
90,2.96,2.40,0:05.37,47,1048869,0,518299
80,3.02,2.37,0:05.40,47,1048877,0,531451
70,3.05,2.30,0:05.36,47,1048879,0,531452
60,3.12,2.12,0:05.24,47,1048881,0,531451
50,2.94,2.40,0:05.35,47,1048888,0,531437
40,3.09,2.16,0:05.26,47,1048889,0,531428
30,3.00,2.28,0:05.28,47,1048890,0,531420
20,3.00,2.25,0:05.26,47,1048894,0,531438
10,3.02,2.23,0:05.25,47,1048897,0,531414
5,3.03,2.23,0:05.27,47,1048897,0,531439
