RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.67,1.42,0:04.10,19080,532306,262937,115870
90,2.97,3.42,0:09.27,12,752567,1713226,1400084
80,3.12,3.80,0:09.88,12,757858,1993826,1407593
70,3.09,4.46,0:10.51,12,758636,2263424,1411331
60,3.22,6.33,0:14.96,288,947009,3430418,2526781
50,3.51,7.51,0:17.00,292,988038,4242676,2810979
40,3.56,7.99,0:17.63,16,990921,4512964,2822352
30,3.79,8.14,0:18.11,24,993435,4815317,2825439
20,3.77,9.08,0:18.90,24,988284,5074298,2831551
10,3.79,9.40,0:19.17,21,990280,5316570,2833648
5,4.08,9.26,0:18.99,24,986834,5279467,2834651
