RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.71,0.95,0:03.67,522,605112,82034,2094
90,2.60,3.07,0:05.68,172635,876157,534614,530107
80,2.56,3.11,0:05.68,150807,897989,534634,531548
70,2.63,3.00,0:05.64,163619,885178,534632,531540
60,2.60,3.00,0:05.60,156803,891997,534634,531552
50,2.66,2.88,0:05.55,167378,881426,534630,531544
40,2.63,3.22,0:05.85,207128,841682,534638,531556
30,2.86,3.15,0:06.01,160068,888741,534637,531560
20,2.55,3.21,0:05.77,154554,894257,534633,531562
10,2.52,3.11,0:05.64,173228,875587,534641,531576
5,2.62,3.04,0:05.67,216015,832802,534638,531572
