RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.52,0.76,0:03.30,7,524483,75550,23815
90,2.58,11.56,0:15.47,126407,922382,2827115,2752119
80,2.57,12.16,0:16.05,126873,921919,2828048,2806722
70,2.46,12.89,0:16.67,127160,921635,3172465,2811530
60,2.61,13.69,0:17.63,126285,922513,3724280,2818634
50,2.53,14.72,0:18.59,126288,922514,4231459,2825875
40,2.57,15.17,0:19.10,125979,922826,4509534,2829752
30,2.63,15.70,0:19.69,125082,923731,4788746,2833610
20,2.62,16.65,0:20.68,125210,923601,5066242,2838413
10,2.61,17.19,0:21.21,125026,923789,5342356,2842531
5,2.65,17.69,0:21.69,131018,917804,5478180,2848795
