RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.12,0:02.15,0,100521,0,0
90,3.89,0.29,0:02.30,182,151889,55651,44271
80,3.88,0.34,0:02.32,77,160402,68138,51510
70,3.88,0.34,0:02.33,82,166567,70689,62411
60,3.87,0.37,0:02.34,131,168448,70790,68813
50,4.07,0.37,0:02.44,1314,201978,88318,74677
40,4.85,1.83,0:03.57,9470,1182702,594129,402215
30,4.62,2.59,0:03.88,261,1363356,697662,749867
20,4.37,3.05,0:03.98,160,1381664,708332,773729
10,4.83,2.85,0:04.11,99,1382659,709332,777549
5,5.83,2.79,0:04.58,1775,1387636,712546,779954
